GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC01,HC01_MOE_VC01,HC02_EST_VC01,HC02_MOE_VC01,HC03_EST_VC01,HC03_MOE_VC01,HC01_EST_VC02,HC01_MOE_VC02,HC02_EST_VC02,HC02_MOE_VC02,HC03_EST_VC02,HC03_MOE_VC02,HC01_EST_VC04,HC01_MOE_VC04,HC02_EST_VC04,HC02_MOE_VC04,HC03_EST_VC04,HC03_MOE_VC04,HC01_EST_VC05,HC01_MOE_VC05,HC02_EST_VC05,HC02_MOE_VC05,HC03_EST_VC05,HC03_MOE_VC05,HC01_EST_VC06,HC01_MOE_VC06,HC02_EST_VC06,HC02_MOE_VC06,HC03_EST_VC06,HC03_MOE_VC06,HC01_EST_VC07,HC01_MOE_VC07,HC02_EST_VC07,HC02_MOE_VC07,HC03_EST_VC07,HC03_MOE_VC07,HC01_EST_VC08,HC01_MOE_VC08,HC02_EST_VC08,HC02_MOE_VC08,HC03_EST_VC08,HC03_MOE_VC08,HC01_EST_VC09,HC01_MOE_VC09,HC02_EST_VC09,HC02_MOE_VC09,HC03_EST_VC09,HC03_MOE_VC09,HC01_EST_VC10,HC01_MOE_VC10,HC02_EST_VC10,HC02_MOE_VC10,HC03_EST_VC10,HC03_MOE_VC10,HC01_EST_VC11,HC01_MOE_VC11,HC02_EST_VC11,HC02_MOE_VC11,HC03_EST_VC11,HC03_MOE_VC11,HC01_EST_VC12,HC01_MOE_VC12,HC02_EST_VC12,HC02_MOE_VC12,HC03_EST_VC12,HC03_MOE_VC12,HC01_EST_VC13,HC01_MOE_VC13,HC02_EST_VC13,HC02_MOE_VC13,HC03_EST_VC13,HC03_MOE_VC13,HC01_EST_VC15,HC01_MOE_VC15,HC02_EST_VC15,HC02_MOE_VC15,HC03_EST_VC15,HC03_MOE_VC15,HC01_EST_VC16,HC01_MOE_VC16,HC02_EST_VC16,HC02_MOE_VC16,HC03_EST_VC16,HC03_MOE_VC16,HC01_EST_VC19,HC01_MOE_VC19,HC02_EST_VC19,HC02_MOE_VC19,HC03_EST_VC19,HC03_MOE_VC19,HC01_EST_VC20,HC01_MOE_VC20,HC02_EST_VC20,HC02_MOE_VC20,HC03_EST_VC20,HC03_MOE_VC20,HC01_EST_VC21,HC01_MOE_VC21,HC02_EST_VC21,HC02_MOE_VC21,HC03_EST_VC21,HC03_MOE_VC21,HC01_EST_VC22,HC01_MOE_VC22,HC02_EST_VC22,HC02_MOE_VC22,HC03_EST_VC22,HC03_MOE_VC22,HC01_EST_VC23,HC01_MOE_VC23,HC02_EST_VC23,HC02_MOE_VC23,HC03_EST_VC23,HC03_MOE_VC23,HC01_EST_VC24,HC01_MOE_VC24,HC02_EST_VC24,HC02_MOE_VC24,HC03_EST_VC24,HC03_MOE_VC24,HC01_EST_VC27,HC01_MOE_VC27,HC02_EST_VC27,HC02_MOE_VC27,HC03_EST_VC27,HC03_MOE_VC27
0400000US32,32,Nevada,1446829,10583,778708,6143,668121,7819,30229,230,32408,523,26211,502,909019,10320,521655,7199,387364,8409,1.8,0.2,1.5,0.2,2.1,0.5,3.6,0.3,3.2,0.4,4.2,0.5,15.9,0.7,14.1,0.8,18.2,1.2,20.2,0.8,18.2,0.8,22.9,1.3,22,0.8,20.9,1,23.5,1.2,14,0.6,14.5,0.8,13.3,0.8,6,0.4,7.1,0.6,4.6,0.5,8.1,0.4,9.4,0.6,6.2,0.6,8.5,0.4,11,0.6,5,0.6,(X),(X),42294,590,35993,462,50864,693,56051,991,43878,833,32363,328,36929,520,30185,392,23029,903,25794,661,19427,1781,29608,959,31723,590,25606,898,34121,1348,40054,1192,30204,553,45505,889,51111,1149,39996,1646,58182,3605,66334,4270,51667,1375,22.3,(X),(X),(X),(X),(X)
0400000US33,33,New Hampshire,778459,6945,406012,4237,372447,4990,35231,512,41822,671,29511,917,481919,7091,275852,4437,206067,5344,1.6,0.3,1.5,0.4,1.8,0.4,2,0.3,1.7,0.3,2.4,0.5,9.3,0.7,7.6,0.9,11.6,1,15.5,0.8,11.9,0.9,20.4,1.3,20.9,1,19,1.3,23.4,1.4,16.7,1,16.6,1.2,16.9,1.5,7.4,0.6,7.6,0.7,7.1,0.9,11.6,0.8,13.5,1.2,8.9,0.9,15,0.8,20.6,1.3,7.6,0.9,(X),(X),55617,1278,42052,875,64369,1351,73758,2116,51800,1415,41105,536,50364,673,33639,1507,29231,2862,31813,1726,21804,2695,31871,639,38871,2519,26351,1114,38384,1130,47399,2925,31589,830,51965,1095,71237,2267,40226,2514,65924,2624,87685,5793,52396,4434,15.6,(X),(X),(X),(X),(X)
0400000US34,34,New Jersey,4792783,16572,2516056,11442,2276727,13777,38893,557,45957,443,31587,212,3104223,17873,1781386,11360,1322837,12600,1.5,0.1,1.3,0.1,1.7,0.2,2.9,0.2,2.3,0.2,3.7,0.3,10.8,0.3,9.4,0.3,12.7,0.4,12.1,0.3,10.7,0.4,14,0.5,16.9,0.3,15.6,0.5,18.6,0.6,15.3,0.3,14.5,0.4,16.4,0.5,7,0.2,6.8,0.3,7.2,0.3,12.8,0.3,13.2,0.4,12.3,0.5,20.7,0.4,26.2,0.5,13.4,0.5,(X),(X),60870,330,48943,1000,74686,746,84864,1186,60982,725,45239,329,52151,306,37216,356,21808,391,25461,725,17166,480,31921,304,39364,1056,25513,505,40086,558,47578,1604,32249,337,60575,476,73342,2449,50857,618,81156,678,100984,600,66572,973,21.9,(X),(X),(X),(X),(X)
0400000US35,35,New Mexico,991323,9844,527284,7923,464039,7290,25736,467,30544,498,21620,478,615666,10003,353303,7691,262363,6602,3.4,0.4,2.3,0.4,4.8,0.8,5.2,0.4,4.3,0.5,6.3,0.8,19.2,0.9,16.7,1.1,22.6,1.4,17.6,0.8,16.5,1.1,18.9,1.2,18.6,0.8,18.8,1.1,18.5,1.3,13.2,0.6,14,0.9,12.1,0.9,5.7,0.5,6.1,0.8,5.2,0.7,8.8,0.6,10.5,0.8,6.5,0.7,8.3,0.6,10.7,0.8,5.1,0.6,(X),(X),41561,641,32473,994,49109,966,54063,1331,42438,1096,30897,378,36165,777,25532,658,17275,829,21731,1328,12169,1117,25086,826,30183,1235,20284,901,30299,958,36740,1098,23842,1677,42412,1501,50313,2295,38100,3618,54671,1782,70826,3420,50723,849,18.6,(X),(X),(X),(X),(X)
0400000US36,36,New York,10311945,26957,5311053,17381,5000892,21345,34308,464,39407,607,30475,170,6555496,29166,3648217,20820,2907279,20226,1.9,0.1,1.7,0.1,2.1,0.1,3.4,0.1,3.2,0.1,3.6,0.2,12.2,0.3,11.3,0.3,13.3,0.3,14.3,0.3,13.2,0.3,15.6,0.4,18.8,0.3,17.3,0.3,20.7,0.4,15.3,0.2,15,0.3,15.6,0.3,6.7,0.2,6.7,0.2,6.6,0.2,11.2,0.2,11.7,0.3,10.7,0.3,16.2,0.2,19.9,0.3,11.6,0.3,(X),(X),51580,178,44781,634,68681,538,76685,748,58637,698,40339,177,45068,415,35411,254,20071,373,22750,681,16013,292,29501,555,33826,1005,23937,478,36359,307,42205,305,31239,268,53280,899,61969,486,47349,828,70858,446,84202,2653,61997,420,23.7,(X),(X),(X),(X),(X)
0400000US37,37,North Carolina,5033302,19535,2610699,13073,2422603,15845,28248,296,31657,229,24329,314,3173840,19016,1791793,15091,1382047,13303,1.7,0.1,1.4,0.2,2.1,0.2,4.5,0.2,3.6,0.3,5.7,0.4,16.6,0.4,14.7,0.5,19.1,0.6,19.9,0.4,18.3,0.5,22,0.6,21.5,0.4,20.6,0.5,22.6,0.6,13.6,0.3,14.3,0.4,12.8,0.4,5,0.2,5.4,0.3,4.5,0.3,7.4,0.2,8.7,0.3,5.8,0.3,9.7,0.2,13,0.3,5.4,0.3,(X),(X),41857,247,35481,317,53014,485,59865,648,44131,531,31932,153,36785,315,28447,399,18463,466,20974,499,14516,691,26101,349,30377,337,21053,342,30684,216,36970,523,26047,380,44021,1233,54546,1682,37537,686,58579,1935,76481,1912,49043,1388,18.1,(X),(X),(X),(X),(X)
0400000US38,38,North Dakota,446814,4224,244168,3047,202646,2948,32022,436,40921,601,25707,779,281201,5334,170629,3862,110572,3226,1.8,0.3,2.1,0.5,1.3,0.4,3,0.5,2.5,0.6,3.7,0.8,12.1,1,8.4,1,17.7,1.7,17.7,1.2,13.6,1.1,23.9,2.1,24.4,1.3,22,1.7,28.2,2.1,15.5,1,16.6,1.2,13.8,1.7,5.8,0.6,6.5,0.9,4.8,1,8.9,0.8,12.5,1.2,3.3,0.9,10.8,1,15.7,1.5,3.3,0.8,(X),(X),50624,867,36087,736,58478,1598,69131,2300,42039,1584,38635,1429,48184,1819,30534,625,26212,3579,31641,6031,16764,2221,32599,1917,42137,1604,22426,1385,36363,902,50080,2736,27889,1443,42262,1363,52324,4140,38081,2081,61384,3137,74384,9741,51864,2349,20.2,(X),(X),(X),(X),(X)
0400000US39,39,Ohio,6082250,19839,3152826,13914,2929424,13327,30134,141,35663,296,24455,278,3750977,21896,2129921,13164,1621056,15876,1.8,0.1,1.6,0.1,2.1,0.2,3.6,0.1,2.7,0.2,4.7,0.3,13.8,0.4,11.1,0.4,17.4,0.5,17.8,0.3,15.3,0.4,21.1,0.4,21.9,0.3,21.4,0.4,22.6,0.5,16.2,0.3,17.3,0.4,14.8,0.4,6.5,0.2,7.2,0.3,5.5,0.3,8.9,0.2,10.6,0.3,6.8,0.3,9.4,0.2,12.8,0.4,5,0.3,(X),(X),47737,465,37140,268,54899,425,62183,613,45327,454,35199,206,41427,220,29396,361,20122,609,24790,1179,14572,748,28402,399,34699,671,21823,260,31815,216,39592,860,26861,300,48648,926,60084,1084,40313,519,62450,870,76178,1312,55514,886,18.1,(X),(X),(X),(X),(X)
0400000US40,40,Oklahoma,1950135,8998,1041048,6164,909087,7349,28548,476,34234,769,22829,391,1285759,9956,746899,6963,538860,7910,2.3,0.2,2,0.3,2.6,0.3,5,0.3,3.7,0.3,6.9,0.5,17.1,0.5,13.5,0.5,22.1,0.7,19.8,0.5,17.6,0.7,22.9,0.7,21.2,0.5,20.2,0.7,22.6,0.7,14,0.4,15.9,0.5,11.5,0.6,5.3,0.2,6.5,0.4,3.6,0.3,7.1,0.3,9,0.4,4.5,0.4,8.1,0.3,11.5,0.5,3.3,0.3,(X),(X),43803,1046,32186,235,50272,586,58239,882,39228,552,32431,209,40563,318,26945,344,20884,569,25371,607,14280,1326,27380,474,33538,1670,21460,379,31848,283,41479,509,25844,453,43293,1532,55516,1617,36358,564,53563,2370,70787,2658,46114,1044,20.9,(X),(X),(X),(X),(X)
0400000US41,41,Oregon,2072072,12296,1087097,8833,984975,8341,27367,350,31977,362,23024,505,1161581,10575,682309,8124,479272,7501,2,0.3,1.9,0.3,2.2,0.4,3.5,0.3,2.7,0.3,4.7,0.5,15,0.7,13.4,0.8,17.3,0.9,16.8,0.6,15.4,0.7,18.8,0.9,20.6,0.7,19,0.8,22.8,1.1,14.8,0.5,15.7,0.7,13.5,0.7,6.3,0.4,6.7,0.5,5.7,0.6,9.8,0.5,11.1,0.7,8,0.6,11.2,0.4,14.2,0.6,7,0.5,(X),(X),47194,874,38801,971,56667,765,62768,1099,47981,774,32096,262,38007,1092,27167,446,20166,875,22516,1768,14532,1365,26075,617,30527,678,21598,703,31106,412,36959,750,25981,603,42084,748,53846,3633,33215,1814,58547,2544,74133,4822,49306,1932,15.6,(X),(X),(X),(X),(X)
0400000US42,42,Pennsylvania,6739281,22417,3491756,14434,3247525,13599,31524,129,38204,492,26207,195,4199531,22057,2380117,13941,1819414,14545,1.7,0.1,1.6,0.1,1.9,0.1,2.9,0.1,2.4,0.1,3.6,0.2,12.4,0.3,10,0.3,15.5,0.4,17,0.2,14.2,0.3,20.6,0.5,21.8,0.3,20.9,0.4,22.9,0.4,16.4,0.3,17.5,0.4,15,0.4,6.6,0.2,7.3,0.2,5.8,0.2,9.7,0.2,11,0.3,8.1,0.3,11.4,0.2,15.1,0.3,6.6,0.2,(X),(X),50412,200,39905,426,59070,395,66652,580,49151,529,37024,191,43588,558,30924,157,21183,506,26036,669,14541,753,30098,187,36370,338,22720,410,35141,334,41979,386,29893,552,50017,616,60385,690,41185,451,65271,857,81156,1220,56021,919,19.8,(X),(X),(X),(X),(X)
0400000US44,44,Rhode Island,579777,6390,296878,3941,282899,4647,31319,436,36574,730,26534,607,340170,5126,191006,4195,149164,3893,1.4,0.3,0.9,0.4,2.2,0.5,2.9,0.5,2.6,0.7,3.3,0.7,11.1,1,9.2,1.1,13.5,1.6,17.4,1,15.9,1.2,19.4,1.9,20.7,1.1,19.5,1.6,22.1,1.6,15.2,1,16,1.4,14.2,1.5,6.6,0.6,7,0.9,6.1,0.8,11.2,0.9,11.7,1.2,10.6,1.2,13.3,0.9,17.2,1.4,8.5,1.2,(X),(X),50765,753,41469,934,61157,1437,68927,2359,51208,1618,37479,1102,42462,1810,31947,569,22770,2479,26830,1342,14737,2578,30605,694,36150,1526,24713,2117,35901,980,41931,1753,30953,831,49218,3005,59777,3623,41471,1541,70358,2684,80508,5761,61223,1235,20.3,(X),(X),(X),(X),(X)
0400000US45,45,South Carolina,2401785,13415,1242838,8965,1158947,9796,26752,299,31359,315,22311,400,1516525,17023,850241,11952,666284,11118,2,0.2,1.6,0.2,2.5,0.3,5,0.3,3.7,0.4,6.5,0.5,18,0.6,15.5,0.7,21.2,1,19.2,0.5,17.5,0.7,21.3,0.8,21.6,0.5,21,0.7,22.4,0.8,14.4,0.6,15.3,0.8,13.3,0.7,4.7,0.3,5.5,0.4,3.8,0.4,7.4,0.4,9.3,0.6,4.9,0.5,7.7,0.3,10.6,0.5,4.1,0.4,(X),(X),41991,474,33719,984,49545,730,56294,996,40932,697,31461,271,37072,473,26711,413,19107,663,21487,686,14256,1111,25086,528,30373,522,20229,568,31251,345,38886,1395,25905,531,45253,1282,55365,1649,36374,724,53066,1813,67058,4857,48445,1963,19.8,(X),(X),(X),(X),(X)
0400000US46,46,South Dakota,493652,4478,261613,2778,232039,3574,29003,998,34114,1731,24536,857,318265,4732,182809,3876,135456,3485,2.6,0.5,2.3,0.6,2.9,0.7,4.1,0.5,3.9,0.7,4.4,0.7,15.6,1.1,12.2,1.2,20.1,1.7,22,1.2,16.9,1.4,28.9,1.9,25.3,1,25.6,1.4,24.8,1.5,13.9,0.8,17.1,1.3,9.7,1,4.8,0.5,6,0.9,3,0.6,5.4,0.6,7,0.9,3.3,0.6,6.4,0.6,9.1,1,2.9,0.7,(X),(X),42034,648,32048,340,48116,1397,55507,2253,38140,1133,32419,630,40165,802,27495,1097,20706,2109,26227,3931,11836,3591,27443,1120,32028,844,22319,1142,31865,588,40933,824,26418,768,40316,1142,49939,2376,34255,1889,49632,3078,60173,7062,42657,2912,17.3,(X),(X),(X),(X),(X)
0400000US47,47,Tennessee,3280157,17878,1706184,11731,1573973,11762,26976,241,31538,265,22539,446,2066265,18045,1167829,11948,898436,12782,2.2,0.2,1.9,0.2,2.6,0.3,4.5,0.2,3.4,0.3,6,0.4,17.7,0.4,15.3,0.6,20.8,0.6,19.6,0.5,17.9,0.6,21.7,0.6,21.2,0.4,20.7,0.5,21.9,0.7,13.9,0.4,14.9,0.5,12.7,0.5,5.2,0.2,5.8,0.3,4.4,0.3,7.2,0.3,8.4,0.3,5.6,0.4,8.4,0.3,11.7,0.5,4.2,0.3,(X),(X),41661,292,34009,623,51196,675,58555,1123,41629,567,31536,205,36710,348,26829,301,19152,756,21818,658,14394,952,25517,390,30622,397,20471,380,31094,370,37560,1210,26148,429,43654,1362,52740,2195,37183,752,54313,1290,71280,2107,47439,1474,19.8,(X),(X),(X),(X),(X)
0400000US48,48,Texas,13745529,33993,7448460,20388,6297069,27258,30284,112,35774,222,24077,248,9122177,31831,5367980,21476,3754197,24372,2.4,0.1,2,0.1,2.8,0.1,5.3,0.1,4.1,0.1,7,0.2,16.8,0.3,14.6,0.3,19.9,0.4,16,0.2,14.8,0.3,17.6,0.4,19.1,0.2,17.9,0.3,20.8,0.4,14,0.2,14.3,0.2,13.6,0.3,5.6,0.1,6,0.2,5,0.2,8.6,0.2,9.8,0.2,6.8,0.2,12.4,0.2,16.4,0.3,6.6,0.2,(X),(X),46235,286,36428,261,57167,309,65180,442,45710,404,35506,157,41478,202,28547,369,20364,222,24806,463,13995,304,27038,234,32215,250,21134,263,34643,557,42094,295,27525,436,51491,262,63857,2187,44446,804,66552,823,85800,1506,54070,1090,20.5,(X),(X),(X),(X),(X)
0400000US49,49,Utah,1513495,8600,834439,5742,679056,6781,27449,468,36944,511,20197,429,898621,9166,573001,6759,325620,6505,1.8,0.2,1.3,0.2,2.8,0.5,3.8,0.4,2.9,0.4,5.6,0.7,14.4,0.7,11.1,0.7,20.1,1.2,17.2,0.7,14.3,0.8,22.3,1.4,19.7,0.7,18.4,0.8,22,1.1,16.1,0.6,17.6,0.7,13.4,0.8,6.7,0.4,7.6,0.5,5,0.6,9.5,0.5,12,0.7,4.9,0.5,10.9,0.4,14.8,0.6,3.9,0.5,(X),(X),50937,400,34351,932,56970,799,65901,1090,41255,781,35451,350,46479,754,25151,525,21854,675,26244,747,16269,840,29498,819,36361,967,22535,914,32155,535,43089,1952,23338,935,45861,1092,60794,1062,31104,952,65096,2332,80366,3087,50431,985,17.9,(X),(X),(X),(X),(X)
0400000US50,50,Vermont,368785,4136,188829,2350,179956,3186,30277,434,34839,1406,25083,826,214727,4520,121823,3032,92904,2977,2.1,0.4,1.7,0.6,2.6,0.7,2.6,0.5,2,0.5,3.5,0.9,11.5,1.1,9,1.3,14.9,1.6,19,1.3,17,1.4,21.6,2.2,23.3,1.2,24,1.7,22.5,1.8,17.1,1.3,17,1.4,17.2,1.9,6.7,0.7,7.4,0.9,5.8,1.1,9.2,0.8,10.6,1.1,7.4,1.1,8.4,0.8,11.3,1.1,4.6,0.9,(X),(X),46911,1261,39322,1477,53586,1271,59273,2072,46128,1290,34874,919,40798,797,29353,1183,24994,4579,31292,2991,12496,3650,29753,1151,34468,2277,22169,1434,31389,887,37039,2020,27180,1905,42228,1366,50125,2392,36095,2311,53258,3489,62986,4159,47495,3497,16.6,(X),(X),(X),(X),(X)
0400000US51,51,Virginia,4588148,16901,2403039,11256,2185109,12094,35108,245,41266,267,28663,566,2995099,18140,1713186,11389,1281913,14313,1.5,0.1,1.3,0.1,1.7,0.2,3.2,0.2,2.3,0.2,4.4,0.3,11.8,0.3,10,0.4,14.2,0.5,14.7,0.4,13.3,0.5,16.6,0.5,19.3,0.4,17.9,0.6,21.1,0.6,14.5,0.3,14.8,0.4,14,0.5,6.3,0.2,6.4,0.3,6.2,0.3,11,0.3,11.7,0.4,10.1,0.4,17.7,0.3,22.4,0.4,11.5,0.4,(X),(X),52864,940,42445,473,66110,555,74464,846,54946,507,41086,219,49005,911,33745,674,22944,820,26862,551,17177,753,29126,662,33608,1554,23218,762,35780,458,43361,1059,29272,821,55797,855,70408,1037,45923,818,76877,992,100128,1617,60773,719,19.7,(X),(X),(X),(X),(X)
0400000US53,53,Washington,3763234,15002,2021794,11210,1741440,10316,33176,602,41354,358,26353,364,2301356,17988,1382621,10929,918735,12948,1.5,0.1,1.3,0.1,1.8,0.2,2.5,0.2,1.9,0.2,3.4,0.3,12.1,0.3,9.9,0.4,15.3,0.6,14.7,0.4,13,0.5,17.2,0.7,19.5,0.4,17.9,0.5,21.9,0.8,15.5,0.4,15.8,0.5,15,0.6,7,0.3,7.4,0.3,6.4,0.4,11.4,0.3,13,0.5,9.1,0.4,15.9,0.3,19.9,0.5,9.8,0.5,(X),(X),54358,987,41926,356,64156,631,71404,865,53248,785,40180,301,48534,738,31302,294,22799,715,26718,922,17690,670,31016,430,37088,723,23483,886,35409,507,44598,1681,28369,849,54844,1511,68110,2609,42470,1115,70746,1053,87151,2451,56930,1868,16.3,(X),(X),(X),(X),(X)
0400000US54,54,West Virginia,841077,7980,443801,5429,397276,5902,27023,400,33401,1793,21770,418,527566,7637,302453,6209,225113,5887,2.5,0.3,2.3,0.4,2.7,0.6,4.2,0.5,3.1,0.6,5.6,0.8,18.3,0.9,12.7,1.1,25.7,1.5,18.4,0.8,16.4,1.1,21.1,1.2,21.7,0.9,21.6,1.3,21.9,1.5,14.5,0.9,16.5,1.1,11.9,1.1,5.5,0.4,6.7,0.6,3.8,0.6,7.8,0.6,10.7,0.9,3.8,0.6,7.2,0.6,10.1,0.9,3.4,0.5,(X),(X),45272,978,31712,581,47982,865,54882,1334,38710,841,31426,348,38840,1533,25344,627,20404,1598,26245,1421,13359,2116,26671,579,34337,1694,19916,830,30545,632,40065,2732,25265,1013,40963,937,49127,3340,35956,1476,52574,2116,64051,8088,49299,2983,18.5,(X),(X),(X),(X),(X)
0400000US55,55,Wisconsin,3237880,11762,1678056,7665,1559824,9167,30618,181,36765,297,25272,278,1963787,12313,1130647,7627,833140,9229,1.9,0.1,1.8,0.2,2.1,0.2,3.1,0.2,2.6,0.2,3.8,0.3,12.9,0.3,10.3,0.4,16.5,0.6,17.3,0.4,14.2,0.4,21.6,0.7,23.7,0.4,23.4,0.5,24.1,0.6,17.1,0.3,18.3,0.4,15.5,0.5,6.7,0.2,7.6,0.3,5.5,0.3,8.6,0.3,10.3,0.4,6.2,0.4,8.7,0.3,11.6,0.4,4.7,0.3,(X),(X),47518,572,37481,504,54245,595,60880,916,45240,446,36134,224,42157,232,30272,239,22276,667,26240,844,16358,1126,30102,249,35991,402,23363,615,33699,797,41767,382,27544,615,47027,646,58032,1780,40082,599,60613,659,71468,1526,53568,1263,16.9,(X),(X),(X),(X),(X)
0400000US56,56,Wyoming,337682,4246,183194,3278,154488,3273,30822,561,40821,792,23138,1002,211365,4493,126884,3354,84481,2960,2,0.5,1.4,0.5,3,0.9,4,0.8,3,1,5.4,1.2,14.2,1.3,10.6,1.5,19.5,2.1,15.9,1.4,12.9,1.5,20.4,2.2,20.4,1.3,18.1,1.6,23.9,2.1,16.3,1.5,18,1.7,13.7,2,7.5,0.9,8.5,1.2,5.9,1.2,10.8,1.1,14.9,1.6,4.6,1.1,8.9,1,12.5,1.6,3.5,1,(X),(X),51926,1224,35652,1281,54089,2151,61611,2630,42792,2825,36526,980,47102,2325,27151,1158,25537,3680,32173,5308,14462,3999,30662,1223,42007,2560,21255,1240,32602,2933,45175,4513,25418,1733,43572,2949,53575,5132,36269,3242,61174,1710,70944,5231,55636,3449,21.2,(X),(X),(X),(X),(X)
0400000US72,72,Puerto Rico,1142637,11953,612513,9830,530124,8232,16669,187,16455,236,16986,274,713086,11271,393437,9124,319649,7137,4.7,0.4,5.8,0.6,3.2,0.5,15.5,0.8,15.5,1.1,15.4,1.1,36.6,1.1,35.7,1.4,37.8,1.6,17.5,0.7,15.2,1,20.4,1.1,12.1,0.7,12.1,0.9,12,1,5.3,0.5,6,0.6,4.4,0.6,2.3,0.3,2.6,0.4,1.9,0.5,3,0.4,3.2,0.4,2.8,0.5,3.1,0.3,3.9,0.4,2,0.4,(X),(X),21889,466,22929,465,31370,594,32934,903,29446,712,17990,336,17536,404,18432,413,10602,554,11137,728,9390,1146,14524,454,15285,377,12834,658,16851,353,18051,962,15859,455,24970,774,28966,2478,23548,693,34807,1292,41746,2944,31726,872,15.7,(X),(X),(X),(X),(X)
